Gene	JXQ-3D-1279R1	JXQ-3D-1279R2	JXQ-3D-1279R3	JXQ-3D-1279R4	JXQ-3D-1279R5	JXQ-3D-1279R6	JXQ-3D-1279R7	JXQ-3D-1279R8	JXQ-3D-1279R9	JXQ-3D-1405R1	JXQ-3D-1405R2	JXQ-3D-1405R3	JXQ-3D-1405R4	JXQ-3D-1436R1	JXQ-3D-1436R2	JXQ-3D-1436R3	JXQ-3D-1436R4	JXQ-3D-1436R5	JXQ-3D-1436R6	JXQ-3D-4160R1	JXQ-3D-4160R2	JXQ-3D-4160R3	JXQ-3D-4256R1	JXQ-3D-4256R2	JXQ-3D-4256R3	JXQ-3D-668R1	JXQ-3D-668R2	JXQ-3D-668R3	JXQ-3D-668R4	JXQ-3D-902R1	JXQ-3D-902R2	JXQ-3D-902R3	JXQ-3D-902R4	JXQ-3D-902R5	JXQ-3D-902R6	JXQ-3D-902R7	JXQ-3D-902R8	JXQ-3D-902R9
LAMA1	-5.3658	-6.0756	-4.678	-5.6554	-5.7015	1.9197	-3.1905	-4.4264	-6.6439	-0.0849	-1.66	0.1809	-2.4235	-2.8504	-2.6411	-6.0953	-6.6439	-2.8984	-5.2963	-5.3695	-6.6439	-6.1337	6.4185	6.6794	5.6497	0.6653	0.398	1.4433	0.1055	-2.057	-6.1412	-6.6439	-6.305	0.9028	-6.6439	-4.988	-5.1694	-5.1237
PROM1	-5.5977	-5.2523	-4.9783	-4.2074	-4.6083	-4.1195	-2.6845	-1.6182	-6.6439	3.193	4.5085	4.9269	4.9999	-2.2781	-0.2077	-6.6439	-4.3057	-4.5263	-1.7435	1.6426	-4.9635	3.6553	3.2255	2.0969	2.9847	-6.6439	-6.6439	-3.8512	-6.6439	-4.9455	-5.6919	-5.6068	-6.6439	-5.589	-4.1805	-5.3529	-1.8187	-2.7027
CPEB1	3.0595	3.2762	2.9556	2.953	-3.8915	2.5869	2.5286	-4.6855	2.9068	-6.6439	-5.2737	-5.5824	-6.6439	-1.1474	-1.7995	-0.1423	-0.5441	-1.1755	-1.3942	-6.6439	-6.6439	-6.6439	-3.8341	-2.3931	-4.1727	1.1678	0.9574	1.9836	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-5.5126	-6.6439	-6.6439
IGFN1	2.8291	3.6966	3.7357	3.5755	-4.7808	2.7018	2.6874	-2.7713	2.164	-6.6439	-5.3777	-3.3698	-5.0572	-6.1371	-4.7442	-2.148	-6.6439	-4.3048	-4.5167	-5.0912	-5.7925	-6.2142	-4.5742	-6.365	-4.3792	3.5036	2.6745	2.5735	-6.1108	-3.8929	-4.115	-6.6439	-6.6439	-6.6439	-5.7773	-5.0906	-5.7711	-5.1866
IL1B	3.5867	3.2716	3.178	4.7661	1.3755	3.5996	5.0161	2.1748	3.897	2.0533	3.1493	1.1708	-0.7893	2.3465	4.1138	7.7522	4.9853	7.5298	4.6632	0.3335	-2.8698	-2.522	-6.6439	-3.1732	-2.423	5.4708	8.6742	4.9566	1.1796	8.0641	7.8676	6.2049	7.9683	5.3007	7.8173	8.5235	7.6348	8.147
ZIK1	2.1028	1.8545	2.1958	2.4112	2.4055	2.4466	1.775	2.5401	1.9457	-1.3069	-0.6428	2.0029	-0.5522	-6.6439	-3.831	-6.6439	-6.6439	-3.6141	-6.6439	-6.6439	-6.6439	-5.3041	-1.0576	1.8979	1.6424	-5.0761	-6.6439	-3.2456	-5.0722	-6.6439	-5.3196	-6.6439	-6.6439	-6.6439	-5.1498	-5.815	-6.6439	-6.6439
VAV1	-4.5815	-4.5637	-5.2544	-6.6439	-0.7109	-6.6439	-4.6825	-0.8382	-4.5252	0.7256	3.0817	2.3054	2.3751	-5.1998	-3.1366	-6.6439	-5.3148	-6.6439	-6.6439	4.7403	4.7364	4.847	2.1463	2.2957	1.453	-4.4296	-3.6112	-6.6439	0.8044	-3.6996	0.5315	-5.2827	-2.7214	-5.2616	-4.0469	-2.8419	3.1144	0.8862
MIR137	-2.0901	0.2049	-2.063	-6.6439	-6.6439	-1.9385	-6.6439	-0.9891	-6.6439	2.773	1.8217	2.7047	1.3571	3.8464	3.5827	3.334	3.1001	3.6933	4.2311	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.0506	2.0277	-0.1196	-1.8957	1.6282	-2.2703	1.0064	0.0179	1.454	0.7469	-0.6874	-1.9966	0.6098
SPOCK1	4.1449	4.6397	3.1151	2.4381	4.9821	5.2851	3.7324	4.0912	2.6747	0.9212	-3.5651	-3.012	-2.8631	6.5073	5.8604	6.3102	5.6963	6.0052	5.6477	-1.4926	-4.0785	-5.2122	-1.1692	-4.5977	-4.5442	7.2522	7.3313	5.5672	4.7797	6.0286	4.8377	4.6856	0.5984	4.1949	5.1012	4.8648	3.4695	4.4592
PAEP	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.8175	-6.6439	-3.8373	-6.6439	-6.6439	-2.8191	-2.7809	-6.6439	-6.6439	-4.7397	-6.6439	-6.6439	-6.6439	-6.6439	3.0344	-6.6439	-6.6439	-6.6439	-3.8375	-6.6439	-6.6439	-6.6439	-1.804	-6.6439	1.2795	2.7861	2.2	1.5959	1.0578	1.8239	2.7809	2.859	2.0644
GYLTL1B	-2.8675	-3.2905	-4.4109	-4.3931	-1.4657	-2.9271	-5.2361	-0.9489	-5.1031	-2.8006	-0.4075	-0.2085	-3.918	-0.3464	0.1423	1.5662	-0.9204	1.7915	1.1902	-0.6184	1.3901	-1.213	7.4556	7.3681	7.5581	-3.4239	-3.805	-1.3375	-5.0172	-6.6439	-5.799	-6.6439	-6.6439	-6.6439	-4.367	-4.8509	-5.0874	-6.6439
SNAI2	5.9552	6.2798	6.117	6.424	5.0179	6.484	5.586	4.2611	5.4606	-1.3955	-1.1333	-1.4352	0.1498	3.4567	3.0012	3.453	4.5933	4.9687	3.6157	-4.2294	-4.9427	-3.8724	-3.1912	-4.1138	-3.5529	7.2394	6.092	7.1988	6.8501	5.0594	4.9364	5.7088	3.8514	5.3307	4.7594	5.3193	4.5851	5.2424
SLAMF7	-5.746	-3.9968	-6.6439	-6.6439	-4.053	1.1414	-6.6439	-2.6291	-6.6439	4.2762	1.2275	3.3082	2.0688	3.4346	1.9389	2.871	4.5643	0.8667	2.4989	-6.6439	-3.6172	-6.6439	-2.5741	-6.6439	-4.3278	-1.904	-2.5894	2.5754	3.426	-0.895	2.1728	-5.2081	-4.6854	1.3462	-0.0844	0.8793	-0.8739	1.8553
MYEOV	-3.8329	-5.0405	-1.0271	-3.7892	1.294	-4.9488	-1.1566	4.2348	-2.6643	2.9228	-3.2277	1.4967	-0.1524	4.8531	5.7786	6.5837	1.7493	6.7328	6.1956	6.8032	5.8862	5.0282	-1.1806	-1.0818	1.7394	2.4872	4.3559	-2.9234	0.8654	4.89	4.2805	6.0787	5.4378	7.054	4.8028	5.7035	4.8377	5.5428
VNN1	-2.7065	-0.7859	-2.7374	0.1183	-4.9147	-1.6609	-0.9109	-1.6834	-0.3775	6.9278	6.7058	5.939	4.2983	-2.5428	-1.7481	-3.876	-3.4813	-3.1076	-3.6233	3.1592	0.3658	2.5733	-4.548	-6.6439	-4.7366	-5.4005	-5.4117	-4.8716	-4.7384	1.1448	3.4206	-2.2091	4.4296	-0.5822	2.7551	3.1219	3.5412	3.9608
HS6ST2	2.0402	-6.6439	-6.6439	-5.615	-2.4313	-5.5593	-3.5871	-1.0463	0.3181	-5.134	-5.499	-4.2782	-5.0245	-5.5816	-4.3116	-6.6439	-5.6756	-5.6084	-5.5812	-5.6438	-6.6439	-6.6439	3.3009	3.6875	4.1764	1.0009	3.1402	2.9307	3.5037	-5.6021	-6.6439	-5.6496	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
NAP1L5	1.7078	0.9372	2.4163	2.3454	-6.6439	2.155	-0.0753	-3.52	1.496	1.9023	1.6404	2.84	1.0456	1.1658	1.5384	0.7249	2.1536	0.723	1.3065	-0.9346	-1.1631	-5.0151	-6.6439	-6.6439	-6.6439	1.7963	1.8423	2.1597	1.1333	-6.6439	-6.6439	-6.6439	-4.7914	-6.6439	-6.6439	-6.6439	-6.6439	-3.9965
KCNG1	2.9306	0.9884	0.3498	1.448	-0.7337	5.1085	3.4698	-1.7134	-1.1685	-6.6439	-4.8399	-5.7528	-1.3449	1.2796	2.7716	4.0383	2.0605	6.1453	3.304	-6.6439	-6.6439	-6.6439	2.3463	-1.0066	1.4336	4.3653	6.4592	5.4448	2.1443	0.9131	-1.7809	3.6238	-4.9201	1.4749	-2.6144	-2.8262	0.1575	-1.4809
VAT1L	-5.4945	-5.4817	-6.6439	-5.4664	-6.6439	0.1865	-3.9327	-6.6439	-6.6439	-5.5595	-6.6439	-6.6439	-6.6439	2.7142	3.7191	2.518	2.0574	4.6603	2.8077	-6.6439	-6.6439	-6.6439	-4.953	-6.6439	-5.3785	-5.3833	-6.6439	-6.6439	-6.6439	-3.5223	-6.0262	-3.2345	-1.3833	-2.2712	0.5921	1.3286	-6.6439	1.6745
CADM1	-3.3928	-3.2187	-2.2827	-2.5106	-1.532	1.3985	-1.3643	-1.0308	-3.6944	-1.3152	-2.9932	2.0285	1.4514	7.0987	6.9616	6.4906	4.6661	6.9426	6.6882	-1.7548	-2.1171	-3.8981	3.4199	1.0235	5.4267	0.3554	-2.4854	-6.6439	-4.8568	2.0579	-0.5019	-1.873	3.9134	2.7571	0.8428	2.1004	4.5892	5.326
SFTA2	-6.6439	-6.6439	-6.6439	-6.6439	-3.2106	-6.6439	-6.6439	-3.0477	-6.6439	5.3913	5.6072	5.1992	4.8906	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-2.3923	-6.6439	-6.6439	-1.4764	-6.6439	-6.6439	-6.6439	-2.9854	-6.6439	-6.6439	-3.187	-3.0278	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
OVOL2	-1.7131	-6.6439	-6.6439	-4.6239	3.3237	-6.6439	-4.7612	2.7192	-6.6439	3.0857	2.6527	3.2592	3.1131	-2.1993	-1.4517	-3.8898	-6.6439	-1.7984	-1.1275	2.1282	2.135	2.6296	3.1908	2.8414	2.7459	-6.6439	-6.6439	-6.6439	2.5397	-3.2753	-4.017	-4.6753	-2.5196	-6.6439	-1.4362	-1.4846	-0.7139	-3.1918
MMP17	2.6676	2.0098	2.6784	1.8085	2.0433	2.0731	2.505	2.3602	2.7941	-6.6439	-6.6439	-4.3397	-6.6439	-1.2072	-2.7963	-1.1953	0.6673	-1.6057	-2.3522	-5.1094	-5.0724	-6.6439	-0.4478	-4.2701	-2.3464	2.9499	2.7915	2.6366	1.6327	-6.6439	-6.6439	-5.117	-4.2525	-6.6439	-6.6439	-6.6439	-4.3001	-6.6439
ELOVL2	2.6848	2.2527	3.4369	2.5265	0.3346	2.4264	3.4807	-0.4719	3.1546	-6.6439	-5.4062	-6.6439	-5.5316	-6.6439	-5.9971	-6.6439	-4.9909	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-0.2005	0.0427	-0.5322	-0.3386	-1.0555	-0.9351	-4.0153	-6.6439	-6.0646	-5.5649	-6.6439	-6.6439	-5.5105	-5.6295	-6.6439	-5.464
CLDN11	6.7773	5.6827	6.2948	6.5374	6.4737	6.8045	7.2103	4.4199	5.6484	-6.6439	-3.8774	-2.5628	-1.6993	-1.4833	-0.3518	-0.1509	0.1306	-3.4135	-1.7099	-3.2399	3.3979	3.9689	-2.1193	-1.3963	-2.1083	1.3174	2.6313	2.2875	0.7571	4.3146	0.6788	-4.3329	4.3616	-3.7384	2.9216	2.6171	1.6639	2.3437
GPX7	0.4762	1.4143	1.7565	1.4722	-6.6439	1.6088	0.0897	-0.6787	0.0716	-6.6439	-6.6439	-4.6128	-6.6439	-6.6439	-6.6439	-6.6439	1.4294	-6.6439	-6.6439	-6.6439	-3.5182	-6.6439	-4.5017	2.3008	1.6556	3.0395	2.6353	2.8682	-6.6439	-6.6439	-5.2447	-0.2211	-6.6439	-1.8661	-1.45	-1.209	-6.6439	-6.6439
MARVELD3	-2.42	-4.7312	-3.9325	-6.6439	3.0528	-6.6439	-4.0691	3.2265	-5.362	3.8086	2.9347	3.3486	3.5978	-5.3371	-5.0351	-6.6439	-5.4451	-5.3677	-3.578	3.1974	2.5478	2.6617	2.1096	2.7902	3.4668	-5.2883	-3.5245	-4.103	1.8615	-3.6136	-5.7215	-2.8609	-4.3837	-4.2853	-4.0478	-4.0031	-3.8737	-4.6234
CSF2	1.1648	-0.8698	-1.0315	1.7982	-1.2903	-0.2144	4.0646	2.4402	0.0851	-3.4574	-1.7695	-4.0935	-3.8244	-0.4941	3.053	2.7752	1.9931	3.9523	3.7248	3.3812	5.3721	4.9388	-6.6439	-4.5652	-6.6439	-0.6996	0.5567	-2.9557	0.0339	5.3736	5.9558	2.8135	5.2996	5.0057	6.3514	7.2897	4.6121	6.3543
ELOVL4	0.4268	0.5051	0.4386	0.8632	0.6605	1.8234	0.3409	-0.7309	-0.3972	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.4928	1.9242	2.2462	1.6412	1.9882	0.9874	-2.454	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
TRIM31	-4.9376	-6.6439	-6.6439	-4.9022	2.1803	-4.8262	-4.2867	0.109	-6.6439	6.9606	6.7162	6.9515	5.5925	-4.0822	-3.3086	-4.964	-5.589	-2.0911	-3.5804	-2.482	2.0635	-0.6516	-3.1391	-2.7696	-3.7329	-6.6439	-2.4028	-3.6671	-2.975	-2.599	-2.0392	-4.95	-4.0482	-3.1453	-4.1086	-3.7062	1.7757	-0.8783
ROBO1	2.7717	2.9849	2.4761	2.9339	-3.2413	1.3934	2.7075	0.7486	2.4705	0.729	4.143	5.1649	3.9321	1.0671	1.4212	1.1006	-2.6013	1.2817	1.3359	-5.9857	-5.505	-6.6439	2.5285	0.8842	1.2319	4.5	4.4771	4.4371	3.2771	-5.4908	-5.4589	1.1114	2.4287	-2.6196	-5.4864	-6.6439	-5.1261	-5.4392
TOX3	-5.4078	-5.3943	-6.6439	-6.6439	-6.6439	-5.3148	-6.6439	-6.6439	-6.6439	4.4507	3.7872	3.3243	3.2208	-1.7192	-3.6788	-3.7177	-6.6439	-1.9951	-3.8619	3.2831	2.8651	2.1391	-4.4051	-6.6439	-6.6439	-6.6439	-5.3033	-6.6439	-6.6439	-3.3849	-2.6028	-5.418	-4.6361	1.18	-0.019	-0.9448	0.5246	-0.7641
GJB1	-6.6439	-6.6439	-6.6439	-6.6439	-4.8088	-6.6439	-6.6439	-6.6439	-6.6439	6.1761	5.9233	5.281	4.7403	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.0636	-4.1258	-4.8693	-3.3632	-4.6256	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.7158	-6.6439	-6.6439	-6.6439
IRX3	-0.8198	0.1905	-1.6252	-0.8214	0.5516	0.4108	-0.2937	-1.7676	-0.8526	-6.6439	-6.6439	-6.6439	-6.6439	1.5916	1.7757	1.4072	2.5269	1.8495	1.8512	-6.6439	-5.0315	-6.6439	-0.2563	0.5253	1.5569	2.2575	3.0138	2.8464	2.0045	-5.014	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.9993	-6.6439
THY1	2.9668	3.9361	0.9135	2.3546	-0.5599	2.2085	2.6076	-4.2647	-0.1262	-3.6365	-4.1545	-2.1103	-3.8526	-1.3838	-1.0274	-3.9233	4.6477	1.091	-0.8107	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-3.7146	2.0774	-2.2882	0.2762	-1.3795	-4.3121	-5.2221	6.5469	-6.6439	2.9675	-6.6439	-0.2043	-6.6439	0.4934
LYZ	-2.932	-1.6551	-3.8016	-3.2649	-1.5246	-4.5142	-4.7344	-0.6411	-2.7057	6.641	3.4246	4.5147	2.2913	-1.5656	-2.1664	-2.9672	-1.746	-3.771	-4.5462	4.4753	7.9305	6.4457	-2.2951	-3.1889	-1.4104	-6.6439	-4.4995	-6.6439	-3.6504	-4.5771	-2.0061	-6.6439	-3.6906	-6.6439	-4.5711	-2.5192	-2.0794	-3.1584
AK5	3.8268	2.6169	3.2091	2.4555	-1.826	4.3851	1.1077	-3.4528	2.5918	0.144	1.2218	0.0359	0.9818	3.4464	3.3734	2.9348	4.182	3.9618	3.3254	-5.6057	-6.6439	-4.1265	-5.09	-6.6439	-6.6439	4.8732	4.5208	4.079	-6.6439	0.6725	0.207	4.1508	1.562	4.607	2.9243	3.6359	-1.3612	3.5201
LRG1	-4.8051	-6.6439	-3.9986	-6.6439	0.1668	-3.8888	-5.5235	-2.0809	-6.6439	0.8286	2.2664	3.079	0.4776	-4.7209	-4.0168	-6.6439	-6.6439	-6.6439	-6.6439	2.5822	-1.2857	-2.999	1.9502	-0.4793	0.5218	-4.6608	-6.6439	-6.6439	0.5195	1.0992	3.2652	-6.6439	2.0112	-4.793	1.4036	2.135	3.8386	2.6339
PIP5K1B	-5.1958	-6.6439	-6.6439	-5.1634	-6.6439	-5.0937	-4.591	-6.6439	-6.6439	3.7283	3.3741	3.4141	1.6422	-2.4857	-4.0096	-4.5174	-5.2402	-3.3172	-2.2742	-5.1998	-3.6158	-5.2969	5.0588	4.9381	3.9606	-6.6439	-5.0811	-6.6439	-5.0642	-6.6439	-5.8297	-6.6439	-4.6842	-3.3595	-3.9444	-5.8098	-6.6439	-6.6439
MIR4470	2.5221	2.463	3.4667	-6.6439	2.3088	2.6798	0.5471	1.4896	0.4339	-6.6439	-6.6439	-6.6439	-1.5623	-6.6439	-6.6439	-6.6439	-0.6975	-1.5439	0.0648	1.1572	-1.5574	-0.2117	-6.6439	-6.6439	-6.6439	2.0092	2.6165	0.3782	-0.4283	2.236	0.3423	-6.6439	-6.6439	-0.0339	0.0326	1.0212	-0.5319	-6.6439
PTGFR	-1.0499	1.9661	-1.0477	0.8439	-5.244	0.3692	0.781	-6.6439	-0.7999	-6.6439	-3.4504	-5.0136	-4.7903	1.8413	2.0503	1.9205	2.3587	3.0368	1.6969	-6.6439	-6.6439	-5.8329	-5.818	-6.6439	-5.6631	3.915	4.0391	3.62	0.4028	-5.7253	-6.1891	-2.4329	-6.6439	-3.8404	-1.8911	-2.3832	-6.6439	-5.1087
CHST4	-1.794	-3.8237	-5.0456	-1.6027	-0.7644	0.012	-2.1368	-4.9734	-3.4159	5.7542	5.6086	5.5675	4.4627	-4.9866	-4.3234	-6.6439	-1.8621	-6.6439	-4.2349	3.8874	1.6596	1.0558	-5.1487	-4.9735	-3.0047	-6.6439	-6.6439	-2.0502	-2.2114	-1.9351	-0.9068	-6.6439	-4.2023	-3.8294	-2.4853	-1.682	5.3082	0.6129
GATA4	-6.6439	-4.7424	-6.6439	-6.6439	-6.6439	-0.9007	-6.6439	-4.6599	-6.6439	-6.6439	-4.5577	-3.5075	-6.6439	2.5323	2.7064	2.5961	2.5621	2.7844	2.4353	-6.6439	-4.7229	1.7833	-1.8639	-3.5754	-1.2745	0.6345	0.331	-0.0432	1.6068	1.0624	2.3472	1.2162	2.0428	2.582	-3.6201	1.399	2.8092	1.8788
TMEM40	0.6221	-1.823	-2.7682	-2.2897	3.7553	-1.6929	-2.1205	3.6872	-0.373	-3.5731	-1.8112	-3.9331	-6.6439	-6.6439	-6.6439	-6.6439	-4.8143	-6.6439	-3.3623	3.0373	3.4439	2.1745	2.6675	2.3561	2.9552	-6.6439	-6.6439	-3.0757	4.0653	-0.7621	1.6936	-6.6439	3.8321	2.7264	-1.836	-1.4408	2.3639	0.4182
GABRQ	-0.4719	0.7049	-3.2714	-0.1696	-6.6439	-2.4025	0.7044	-4.829	-6.6439	-5.6048	-2.7535	-2.1932	-0.598	3.359	2.843	4.482	3.1141	3.9661	3.3405	-6.6439	-6.6439	-6.6439	-3.5832	-1.3209	-4.7785	-4.7846	-2.4856	-4.912	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.8556	-6.6439
UTY	-0.9604	1.8259	-6.6439	1.4387	-6.6439	0.9612	-0.2476	-0.2921	0.5261	1.0119	-6.6439	0.1537	-6.6439	1.2276	1.1805	1.7429	1.2404	1.7072	1.0185	-5.9237	-5.9013	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.2678	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.2715	-5.882	-6.6439
FBLN2	3.6334	1.835	5.06	1.4325	-1.4621	2.6893	4.4479	0.8148	3.8963	-5.7145	-3.3374	-3.0132	-5.6335	-5.5975	-4.6572	-3.8898	-6.6439	-4.2902	-6.6439	-6.6439	-6.6439	-5.7345	4.5898	1.8105	2.2711	-0.1883	-0.5047	-0.7802	-4.9376	-2.8957	-0.5141	-6.6439	-3.7225	-5.6476	-2.7811	-3.9785	-1.1128	-4.2057
LINC00839	2.4828	2.5416	2.4982	2.5387	-0.6722	2.7823	1.9891	-1.5665	2.5225	-6.6439	-6.6439	-2.8199	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-4.7449	-1.0935	-3.666	-0.4134	0.1087	0.928	-6.6439	-5.0131	-5.7388	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
NPNT	-4.3579	-5.0734	-4.3354	-5.0551	-0.0108	-4.9827	-6.6439	0.5059	-6.6439	4.3713	4.6006	4.9525	4.689	-6.6439	-6.6439	-6.6439	-5.7006	-5.0465	-5.6078	-6.6439	-2.6394	-1.2328	1.2785	0.4674	0.2287	-5.5662	-4.2154	-6.6439	-3.3332	-5.6284	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.1189	-5.6174	-5.581
GATM	-4.4587	-4.4405	-3.6019	-2.3677	0.3792	-4.334	-2.4129	-1.3236	-2.2154	4.3282	1.6277	5.071	2.6354	0.4076	-0.2087	0.7754	-5.2167	0.3769	-0.51	5.1838	3.6027	3.8412	-2.7571	1.442	-1.2205	-6.6439	-5.0563	-5.1608	-4.2983	-6.6439	-6.6439	-4.4726	-6.6439	-5.1613	-6.6439	-4.8741	-6.6439	-6.6439
DUSP23	1.3905	3.1018	3.3485	2.5623	1.2713	2.9319	0.0665	1.7306	-3.6354	4.8499	6.2998	5.7953	3.2121	-6.6439	-6.6439	-2.2817	-6.6439	-6.6439	-3.5978	3.7597	3.8016	3.5039	5.2967	2.7283	3.8979	4.1917	4.8066	3.4493	4.8969	4.6878	4.4332	1.8273	4.7899	1.7929	4.1786	3.9235	4.2879	3.5636
IGF2	0.3392	-0.7968	-1.3371	-5.1157	-2.7948	-0.2342	-2.2594	-0.7731	-1.6609	-6.6439	-5.7352	-5.9642	-6.6439	1.4917	2.2533	1.7121	1.7453	2.8172	1.8411	-0.2525	-1.0343	-2.7398	6.9623	1.5624	4.6523	-2.7204	-0.9321	1.6164	-5.7663	-5.8227	-5.9316	-6.6439	-6.6439	-4.8055	-6.6439	-5.9136	-6.6439	-5.7819
ZEB1	5.0385	4.7656	4.9426	4.5167	-0.5816	4.1585	4.844	-0.5731	5.0327	-6.6439	-2.2575	-3.5196	-4.1992	4.7337	4.0097	4.7327	4.8679	4.3969	4.1346	-3.8956	-1.4471	-1.5151	-5.4337	-3.627	-3.8798	3.725	2.1722	4.3336	-5.2366	3.2769	3.6181	3.8293	2.9298	3.4144	3.502	3.4647	2.0452	3.4179
PRR15	-1.0338	-3.4213	-6.6439	-3.0201	3.3515	-3.816	-2.894	3.5186	-6.6439	5.9149	4.5924	5.7071	6.0658	-0.6286	0.705	-2.8047	0.9725	-1.6246	-0.0175	2.9948	3.924	3.3458	1.3281	0.7187	1.3662	-6.6439	-6.6439	-3.9359	-1.7705	-0.0576	1.8024	-6.6439	1.5383	-2.625	2.4171	1.3908	2.9885	0.9937
STEAP1B	2.999	3.6172	4.2639	3.9089	1.6747	4.2124	4.2743	2.2548	3.3758	-4.8391	-1.7168	-2.4006	-3.0366	-3.8626	-6.6439	-6.6439	-6.6439	-3.9068	-3.3486	-2.7862	-2.7338	-6.6439	1.7688	0.6802	-0.7281	3.1556	3.3201	3.2917	1.0489	-3.8964	-4.8874	-4.765	-4.6361	-4.7398	-3.8897	-2.9812	-3.8781	-3.1001
MXRA5	1.5211	1.6758	0.1858	0.6419	1.2176	0.092	1.8899	0.513	0.6487	-5.1983	-5.9978	-4.1457	-5.0915	-4.4571	-6.6439	-6.1016	-6.1117	-6.0689	-6.6439	-5.125	-4.8678	-6.6439	-5.322	-5.0316	-3.3749	3.9338	3.0603	1.8132	3.3198	1.0695	2.4926	-6.6439	-3.1608	-6.6439	1.9487	1.6562	0.817	2.065
GPR110	1.5144	-2.8094	-2.7422	-2.7212	5.3233	-3.6556	-2.669	6.0913	-2.0653	3.2164	3.2715	2.5736	1.8838	-1.0956	-0.7749	-1.8874	-2.2431	-1.1258	-2.2369	6.9496	5.431	6.1694	-5.9944	-3.9525	-4.2383	-6.6439	-4.2608	-5.4686	4.6484	-0.5882	0.2551	-3.1282	0.33	-3.9085	2.7476	3.3726	2.5612	0.9067
CTF1	1.4392	2.4187	2.3698	2.0333	0.6792	1.5519	0.9775	1.9577	1.4828	-0.8823	0.3103	0.1873	-2.4689	-6.6439	-3.9349	-6.6439	-6.6439	-6.6439	-6.6439	-2.5172	-6.6439	-6.6439	-0.4319	0.0966	-1.4759	1.1308	0.6776	1.818	-0.1048	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
HLA-DMB	-4.545	-6.6439	-6.6439	-3.6799	-6.6439	-6.6439	-2.3998	-6.6439	-6.6439	4.935	5.8614	5.7921	3.0981	0.519	0.7305	-0.0933	-2.8883	-0.0944	0.1318	-0.7406	3.5149	2.5583	-3.3203	-3.0813	-3.017	-0.6222	-0.3408	0.1024	-0.3157	1.4195	1.7326	-6.6439	2.0388	-6.6439	0.4513	-0.8553	0.3502	0.9749
FAM83A	1.1951	2.8804	1.6317	3.4913	5.5409	-0.4794	3.6167	6.2335	4.1635	-0.3448	3.4448	0.0821	1.8807	-5.3884	-4.3631	-6.6439	-4.8619	-2.0737	-4.7268	4.1567	2.2193	1.844	-1.1356	-3.7707	-0.1951	-6.6439	-4.682	-6.6439	3.6865	2.8863	1.4108	-1.5612	2.9535	-3.5108	0.4655	0.7734	5.0721	2.042
NKX6-1	2.1469	2.2672	2.596	1.8511	2.0965	2.2499	1.9721	1.7245	1.5927	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-1.6997	-1.1503	-1.872	-6.6439	-0.9787	-4.1303	-4.1463	-6.6439	-4.8933	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
TTTY15	-0.9873	1.742	-6.6439	2.0587	-6.6439	1.7375	-0.5236	-0.209	1.1655	-2.9353	-6.6439	-3.7343	-5.7158	1.6803	1.4882	0.8167	1.5201	1.4494	1.3274	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	1.2303	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439	-6.6439
